id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
301,2664,thô tẩy_dưỡng,10/4/2022,22:58,1,422203809
302,4016,ổn giá phù_hợp làn,20/08/2022,1:13,5,422202153
303,272,thích lắm thương,30/06/2021,9:01,5,422211446
304,4328,bình sản_phẩm đợt ghé hasaki dành sử_dụng độ tiện_dụng_thể xịt lớp bảo_vệ tối_ưu_ẩm xịt_tóc sử_dụng trẻ nữa,25/04/2022,16:43,5,248700027
305,1166,chân áo,10/12/2022,21:42,5,422217292
307,1411,trộm_vía,13/07/2023,0:30,5,422200632
308,4420,nhạy_cảm dầu mụn xài toner_dưỡng chấm mụn không_hiểu mụn sần,14/10/2022,12:19,3,248700034
309,1643,xài cực thích,8/7/2018,6:08,5,100160022
310,1201,thích bôi không_bôi dạng sữa mặt kiểu bôi không_trắng vón_cục điểm,18/11/2021,23:28,5,249500007
311,3046,sản_phẩm hasaki hãng không_lắng dịch_vụ đáo_gói hàng cẩn_thận ưng ủng_hộ dài,6/5/2024,22:19,5,422203645
313,2905,chất vàng mẫu cũ không_nâng tông hỗn_hợp thiên_dầu không_hề kiềm dầu_tí,29/06/2022,11:50,3,204100003
314,632,xài tốt,22/10/2020,17:16,5,207500001
315,3567,không_đặc_biệt,8/1/2023,23:28,3,422205164
316,3503,chất_chấp không_hài lắm,10/6/2021,9:35,2,365000017
317,3866,sản_phẩm ổn lựa tốt nhất,2/2/2023,11:54,2,327500002
318,1487,cực thích srm xài,10/1/2021,12:01,5,204900128
319,3426,không_tệ lắm cân_nhắc kỹ,17/07/2023,23:29,2,422206513
320,1479,phục_hồi nghiện corticoid tốt lắm,11/7/2021,19:55,5,204900056
321,2399,sử_dụng_dàng thoải_mái thư giãn độ,27/04/2023,16:10,5,308500037
322,723,hàng sản_phẩm,24/10/2021,15:43,3,422214146
323,2645,bịch lắm,13/05/2022,17:43,5,422203301
324,229,dòng nổi bọt hơi chịu,21/01/2022,23:48,4,422208807
325,1170,nửa lọ lọ,28/10/2022,16:41,4,249500013
326,546,vón_cục không_tán được,16/02/2022,8:53,1,204900013
327,632,xài tốt,22/10/2020,17:16,5,100230069
329,704,thích hasaki sản_phẩm tẩy,28/04/2023,18:42,5,200400004
330,1765,tạm ổn đợi ngấm bôi được,17/08/2021,3:54,5,318900002
331,1474,hàng chuẩn,28/10/2021,13:39,5,422204231
332,1445,dịu giá_thành ổn,2/5/2023,15:04,5,422210784
333,3578,căng rát,22/01/2021,16:35,5,422201092
335,855,dịu nhẹ sạch mặt mùi hương chịu,4/8/2024,16:03,5,422204795
336,35,sản_phẩm_hiệu cực_kì phù_hợp,17/04/2023,13:48,5,100230056
337,1239,đợt ổn đợt cảm_hơi thô hết,25/09/2023,19:38,4,422203901
338,80,lành tính đổ dầu aply,20/07/2021,17:52,4,318900012
339,2461,tẩy sạch sâu_lỗ chân lông_rửa mặt srm sạch mụn đầu đen sản_phẩm dùng,21/10/2019,5:26,5,100220010
340,674,thích hasaki sản_phẩm tẩy,3/5/2023,19:02,5,422216594
341,2561,sản_phẩm trị chất nhẹ không_bí_đá tệp_chóng khuyến_khích chấm,30/01/2024,20:01,5,308900002
342,2750,kcn naris đỉnh nâng tone_nhiên không_trắng lớp finish đẹp bôi đặc_biệt ẻm chống chứa giúp dưỡng ẩm_nhẹ tuyệt_vời kcn xịn xò,15/06/2022,14:41,5,248700035
344,869,sản_phẩm tốt,15/04/2023,22:10,5,204900159
345,1949,mặt_nạ khít bnbg cảm_giác thoải_mái đi đắp trắng yếu_rửa rít mặt ẩm ít,1/8/2024,19:28,5,422209724
346,1216,chống nắng dạng lỏng_tán mặt mỏng mịn cảm_giác nhẹ_tích chứa hơi ít,18/01/2021,9:56,5,422215804
347,2336,sử_dụng giàng thoải_mái thư,2/5/2023,16:23,5,422205160
348,182,tẩy tốt quà tặng không_kèm chưng,28/05/2022,14:22,4,422208807
349,1727,mềm mịn_vẻ hơn,20/11/2023,12:46,5,100210014
350,2541,đợt mụn trộm_vía hẳn dịu nhẹ không_hề khô,14/11/2020,21:17,5,422206537
351,2533,tỉnh hàng bất_ngờ luôn sữa rửa mặt chất bàn_cãi sạch không_căng rát mặt,15/11/2020,16:07,5,204100019
352,3091,sản_phẩm ổn cải_thiện nhăn mắt kiên_trì sử_dụng,24/06/2021,14:40,5,232500022
353,1902,đỉnh godndoc thẩm_thấu tác_dụng không_rệt màng_âm mỏng nhẹ thấm dầu nhạy_cảm yêu,16/09/2022,15:24,5,100210023
354,2382,sử_dụng nhẹ_nhàng thoải_mái thư giãn độ,29/04/2023,12:40,5,422205160
355,2271,không_hợp dị_ứng ngứa quá,13/08/2023,9:25,3,422208157
357,3488,sản_phẩm tẩy tế_bào chết tốt_lành làn dùng tẩy tế_bào chết dạng hạt scrub_bào mòn đau rát không_mụn nhạy_cảm trải tẩy_bào chết dạng hạt mẩn đỏ nổi mụn mụn bể hạt scrub cà_mặt không_đi nhân_mụn sưng viêm_mẫn đỏ thêm bio vô_tình đi siêu_thị pg phát mẫu thử xài xài láng ẩm_mượt không_đau rát thích luôn,26/07/2018,8:23,5,222600006
358,2858,hàng chậm_chất sản_phẩm,23/07/2022,16:20,1,422217292
359,3337,sản_phẩm thấm không_nhờn rít nâng tone sản_phẩm ủng_hộ hasakiâu dài,13/10/2019,18:13,5,223600009
360,1064,dầu mụn nhạy_cảm không_mắt rát_mặt không_mùi bổ rẻ đo,9/7/2023,10:50,5,422211183
361,2171,hạt cứng nổi mụn cân_nhắc thơm đỉnh luôn,10/2/2022,10:28,4,422206043
362,365,sản_phẩm tốt không_mùi nhẹ dịu,26/10/2018,19:57,4,422204259
363,1080,đầu mùi thơm nhẹ_kích_ứng,25/07/2022,22:56,5,422220606
365,262,hài sản_phẩm,15/07/2021,21:58,4,422203510
366,2297,không_nsx hsd bì_shop,3/4/2019,11:45,1,100150059
367,4298,thử mặt_nạ peptide some má lành dịu đỏ_dưỡng chất không_nhễ_nhại khác,11/3/2024,21:32,5,422205637
368,76,hàng sài êm quá,6/8/2021,23:17,3,318900011
369,1461,hàng đủ,21/05/2022,11:07,5,204900056
370,1854,lớp ẩm_tầm set nguyên_dầu không_dưỡng sạch ưng,20/05/2023,23:53,5,223600010
371,679,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,10:00,5,422202253
372,2334,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,18:34,5,308500004
373,799,thích lắm mùi dịu nhẹ dầu mụn hasaki nữa,19/12/2020,21:32,5,422216594
374,2588,phù_hợp giá tiền thích nhiều,21/05/2021,9:12,5,365000019
375,325,tẩy dịu nhẹ tạm mùi không_thích lắm,9/9/2020,5:29,4,422206648
376,709,sử_dụng_dàng thoải_mái thư giãn độ,28/04/2023,10:15,5,422205164
377,1442,rửa mặt bọt kiềm dầu tốt,3/5/2023,17:02,5,204900056
378,1495,tốt,30/04/2020,20:11,5,422210784
379,903,sản_phẩm tốt,13/04/2023,15:02,5,422204795
380,144,sản_phẩm tốt lắm,21/04/2023,14:27,5,253900006
381,366,xài dã_giá siêu_rẻ nữa tiếp,26/10/2018,19:57,5,422206648
382,270,chân dầu giá ưu_kiềm dầu tốt dạng sữa thấm nâng tông_hơi nhẹ_hầu không_không tông_giá nhược chống hơi kém_xíu kiểu môi nắng_nóng đổ mồ_hôi hơi chảy nhẹ_góc trán mép ổn dầu mũi xài_hợp không_mụn không_đổ dầu mãi tốt,16/02/2023,14:11,5,422215804
383,677,thích hasaki sản_phẩm tẩy,3/5/2023,18:31,5,100230057
384,308,rửa sạch,11/6/2020,11:20,5,204900004
385,2248,hồng xài tẩy chết tốt không_xài bha không_xài,5/5/2024,16:09,5,245500001
386,3029,xài hủ tầm thấm_nhiên dậy không_đổ dầu kiềm dầu tốt hợp dầu ẩm thực_ẩm sâu giá tích tiếp,11/7/2021,19:56,5,343700002
387,2434,mặt nhạy_cảm mask cực_hợp tiếc mask hàng chờ_đợi mãi mask hàng lại hasaki mẫu mask,27/02/2021,20:52,5,422205160
388,808,thích cực hãng toner sử_dụng mặt lắm thơm mát_dịu nhẹ nữa,25/07/2023,23:09,5,248100018
389,2277,nhân_viên tư_vấn dòng thử cải_thiện đốm nâu căng mát nhẹ,2/12/2022,14:12,5,422208238
390,1434,cực_kỳ ưng hasaki luôn hàng hàng hàng,30/08/2024,16:31,5,204900004
391,1018,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,17:32,5,308500018
392,23,tẩy cực_kỳ lành_dịu nhẹ_kích_ứng mùi cực_kỳ_hợp lớp_tích giá mềm,4/9/2023,10:05,5,100750038
393,354,giá_thành hợp_lý sạch sản_phẩm chịu,4/8/2019,20:33,5,205100137
396,1509,xài trộm_vía ẩm tốt thực_tế chất thấm không_lớp ẩm ẩm_bình bôi_cảm yên_tâm đi lưu giá rẻ không_rẻ,24/01/2024,21:31,5,422206035
397,3649,sản_phẩm tốt,25/11/2023,15:29,5,422206043
398,1410,srm svr tốt rửa mặt không_bóng dầu không_dính khô ẩm_mịn thoáng nhẹ aply serum thấm không_hề cảm_giác bí,21/07/2023,21:24,5,422217029
399,2301,tạm ổn,6/10/2017,3:10,5,422216098
400,216,sản_phẩm_chất phù_hợp tẩy hằng ngày,12/3/2022,19:29,5,205100136
402,2291,nổi mụn không,23/09/2020,12:51,3,422216098
403,3504,ổn không_nổi_bật lắm,9/8/2024,19:39,3,422211447
404,2878,sử_dụng tình_trạng mịn màn trắng_rệt không_thể khác vết nám liti vết tàn_mờ rõ tình tốt cũn không_ưng yêu,14/08/2022,23:40,5,358300002
405,4251,mặt kích_ứng đỏ nổi sần tấy đỏ hẳn đầu cảm_giác chích đừng tác_dụng đối_nhạy_cảm,22/09/2020,16:57,5,308100018
406,3508,đầu tẩy_bọt không_lắm dần đâm nghiện sạch cực_kì tốt,1/10/2021,11:21,5,377400001
407,2351,sử_dụng_dàng thoải_mái thư giãn độ,1/5/2023,10:13,5,308500013
408,1777,đầu thử vẻ hiệu đêm bôi thử hôm nổi nốt mụn_ẩn hỗ_trợ đẩy_nhân mụn_dõi đánh_giá,17/06/2021,9:41,5,100240016
409,4002,sản_phẩm dưỡng ẩm tốt thẩm_thấu cực người,11/7/2022,13:28,5,422205673
411,3294,sử_dụng sản_phẩm thích nhân_viên tư_vấn nhiệt_tình kĩ nữa,28/10/2024,22:26,5,422205122
412,1491,hỗn_hợp thiên_dầu nhạy_cảm_kích_ứng sữa_rửa mặt cảm_giác mê luôn rửa mềm không_hề khô không_ngứa không_đỏ ửng,21/08/2020,13:33,5,422210784
413,3598,sản_phẩm tạm ổn,29/04/2023,22:09,2,308500004
414,577,mờ đi thơm thích lắm,19/03/2023,21:33,5,327500002
415,307,sản phảm sài tốt hàng,2/1/2021,11:36,5,205100146
416,2247,sản_phẩm không_kỳ_vọng chất kém_giá tiền,2/6/2021,18:57,2,365000012
417,138,đắp mê,2/7/2023,20:04,5,422205805
418,3514,đỉnh dầu mụn_rửa mặt vỗ mùi cúc chịu dịu mướt nữa xài tối_đặn mụn_rệt mê luôn,24/02/2024,11:20,5,422210047
419,3434,mụn lỗ chân lông tốt,5/9/2024,1:19,5,204100023
420,4076,hiện_tượng mụn_cố nửa hũ nma không_ổn lắm zalo_cảm cgiac nhưu lớp dầu trơn trượt cgiac bí lắm hiêu hỗ_trợ mụn chẳng_rệt_chí,10/5/2023,11:57,4,345800003
421,1508,hôm cảm_căng mềm hẳn,9/4/2024,15:18,5,422211549
422,4282,xài dầu,6/7/2024,21:44,5,100230026
423,2679,đổ bụi trắng dính mặt phí tiền không_sử_dụng được,6/7/2021,20:20,1,422203776
424,2521,mụn mùi hơi xài mềm,25/05/2022,18:13,4,422206537
425,2331,sử_dụng nhẹ_nhàng thoải_mái thư giãn độ,2/5/2023,19:25,5,422205164
426,1289,sản_phẩm xài tốt êm lắm,7/4/2021,13:02,5,204900009
428,3958,xài tốt nồng_độ dần đầu xài mụn_trị thâm_trị mụn luôn,19/11/2023,8:05,5,422213308
429,3361,mát thấm cảm_giác khô_thoáng nhẹ kết_hợp_dưỡng ẩm_lỗ chân_lông cải_thiện lỗ chân lông,9/5/2020,11:43,5,201600074
430,256,lọ giới_thiệu nữa sản_phẩm lành ẩm_hiệu người,15/05/2024,17:22,5,422219399
431,3740,không_mùi thích bọt bọt_nhờn nhờn thích không_bọt không_dính dính hợp giá xài thử,23/09/2020,13:02,5,377400001
432,3592,hủ phê đắp mụn uống trà sữa hàng xưa mặt tầy huầy rẻ ưng thử đi rẻ_đắp lâu,23/03/2024,14:18,5,422207736
433,18,tẩy sạch,1/11/2017,18:21,5,100750038
434,4398,thời không_tốt đầu,12/9/2020,9:12,2,422207812
435,307,sản phảm sài tốt hàng,2/1/2021,11:36,5,422211446
436,3610,siêu_thích í tối bôi mụt lớp mỏng ngủ dậy môi mềm hồng_hào mày chuẩn,14/04/2021,13:45,5,225200015
437,3961,dịch_vụ chậm sản_phẩm chấp được,14/01/2020,9:48,2,422204259
438,3116,ưng hơi bết dít tiếng đi rửa hơi dính không_tác_dụng không,12/4/2023,22:02,5,256700012
440,367,sản_phẩm tốt phù_hợp hỗn_hợp tẩy sạch rửa sử_dụng bạn,26/10/2018,19:22,4,205100136
441,1448,dịu không_kích_ứng định đổi srm luôn,9/4/2023,20:45,5,422210980
442,629,thấm kiềm dầu tốt,5/3/2021,21:21,5,422212100
443,3154,tốt cầu,2/5/2023,13:23,3,422212100
444,2777,sản_phẩm hạn_chế,17/06/2024,18:09,2,345800003
445,1185,hơi thất_vọng sản_phẩm không_quảng_cáo nêu,14/08/2023,4:16,2,422207865
446,1078,sử_dụng không_đẹp mịn hồng,10/2/2019,8:38,5,201600074
447,216,sản_phẩm_chất phù_hợp tẩy hằng ngày,12/3/2022,19:29,5,422206648
448,2348,mùi hương_mát giá_thành ổn,1/5/2023,12:49,5,204100054
449,2906,dầu không_bết vón tiếp_tục,17/06/2022,11:08,5,204100003
451,761,chân,26/08/2022,7:49,5,422220469
452,1472,sạch tốt không_phù_hợp khô lắm hơi căng mặt,17/11/2021,20:41,5,422210980
453,913,sửa rửa mặt tốt,12/4/2023,15:44,5,422204795
454,3275,ẩm đầu hơi nóng dần_đắp chủ_yếu căng bóng hôm căng bóng,9/4/2023,11:00,5,422206103
455,1892,không_hẳn_tệ,23/09/2023,14:49,2,345800015
456,3671,mùi cực thơm tẩy tb mụn đầu giá_thành ổn,14/01/2020,11:36,5,100220010
457,3607,mùi thơm mùi kẹo môi căng hơn,19/06/2021,15:42,5,225200015
458,746,chắt tặng được,17/08/2022,22:14,5,200400003
459,3527,tẩy sạch mùi thơm mắt,13/04/2023,19:32,5,422205819
460,2409,mùi cồn,23/11/2022,11:12,5,308500013
461,1097,nhầm shop đổi hàng shop hỗ_trợ,24/04/2024,15:38,5,422204657
462,1234,kcn bôi mát cảm_giác nhẹ mặt bôi lớp mỏng bôi lớp vón gợn trắng bôi_trán chỗ chân tóc vón gợn trắng_mắt không_rát gió thổi đi đường mắt chảy mắt chịu,10/3/2024,11:02,3,422208345
464,2379,mùi hương_mát giá_thành ổn,29/04/2023,15:41,5,204100054
465,2900,chống nắng mãi đỉnh,3/12/2023,10:22,5,204100003
466,2169,đắp mát tầm đắp cảm_mịn hẳn test nhãn_hiệu,25/07/2019,23:37,5,422205160
467,2369,sử_dụng kiềm dầu tốt cảm_giác thoải_mái,30/04/2023,11:24,5,422202253
468,2358,thư giãn độ,30/04/2023,17:55,5,308500013
469,792,ổn,4/4/2021,3:00,4,422216594
470,16,tốt tầm giá không_tẩy mascara_lì sử_dụng hàng tẩy chống nắng dầu mụn xài,14/10/2023,16:54,5,422211446
471,2547,thích xìa không_kích_ứng_hiệu căng bóng,12/11/2020,21:51,5,204100070
472,2365,mùi hương mát lạnh giá_thành ổn,30/04/2023,13:36,5,422206537
473,976,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,11:36,5,308500009
474,2264,đánh dịch_vụ hasaki hàng vòng tiếng hàng cảm_buồn hàng,7/12/2020,13:47,3,245500010
475,2412,sài lắm tủ_lạnh sài mát lạnh khít chân lông_dưỡng ẩm_cực tốt,29/03/2022,8:08,5,308500004
476,278,sạch sâu không_bết dính giá rẻ,13/06/2021,18:28,5,422208807
477,1324,hàng nhân_viên,10/11/2021,17:05,5,249500028
478,2658,vụn mặt,3/7/2022,20:47,2,243300007
479,1458,mụn dầu đi_sĩ liễu_sĩ kê đơn xài khỏe sạch không_khô bí,15/06/2022,17:24,5,204900004
480,2537,dạo_thức học áp_lực căng_thẳng mụn hoành_hành giới_thiệu thử xài_ơn lắm trẻ khỏe hẳn mụn không_thâm_sản_phẩm dài,14/11/2020,22:50,5,204100018
481,914,thích lắm luôn,12/4/2023,14:35,5,204900128
482,1296,sữa rửa mặt thích mịn_màng hẳn,26/06/2023,20:32,5,422202569
483,2339,mùi hương_mát giá_thành,2/5/2023,10:57,5,308500009
484,2084,rẻ tốt,30/07/2023,15:20,5,422201374
485,685,mùi hương_mát giá_thành ổn,30/04/2023,14:50,5,204100019
486,217,xịn dầu xài srm không_hiệu thử ưng tuần đỡ dầu đỡ mụn hẳn rửa cảm_giác sạch không_căng mặt đổ dầu chữ má khô kết_hợp xài_dưỡng tuyệt_vời đầu hơi đắn_đo giá tiền tiền,5/4/2021,15:22,5,204900159
487,1102,thích không_mắt đắng_chacot sạch mềm,6/3/2023,23:02,5,422201504
488,780,mẫu sử_dụng cảm_giác hơn dưỡng chất mẫu củ,16/07/2021,19:30,5,308500037
489,1245,tẩy xài thích,11/6/2023,13:56,5,422222535
490,4313,xài xài hũ bùn xài colagen mùi hôi lắm chất đặc khô hơi tán_thành colagen bảng không_tác_dụng lắm,2/4/2021,21:00,4,355500011
491,1140,mùi không_mẫu cũ,28/02/2024,16:16,4,422218631
492,1279,không_xứng giá tiền chất kém,16/10/2022,10:37,1,365000015
494,1022,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,15:07,5,308500013
495,3938,dịch_vụ chậm_trễ sản_phẩm không_hình_ảnh,28/04/2023,20:40,2,422203146
496,677,thích hasaki sản_phẩm tẩy,3/5/2023,18:31,5,200400003
497,3102,dưỡng ẩm tốt thấm_bôi mịn mềm_thích lắm,31/07/2023,0:07,5,422202632
498,633,phù_hợp cầu,2/3/2021,12:40,3,422207562
499,1639,tứ giá,15/06/2024,12:20,5,100160022
500,2887,dòng dưỡng trắng yêu thích ngăm_tông không_trắng kết_hợp serum thần hãng tông không_dạng trắng phát hài_tông hiện luôn,18/01/2021,9:18,5,358300001
501,2182,không,13/06/2020,9:14,4,204000071
502,3942,tặng nhật mẹ giá yêu mẹ sài trời màu bình trắng mẹ kêu mượt nhẹ lại,21/11/2021,14:54,5,201600072
503,3360,hàng sản_phẩm bôi_mát sử_dụng bớt khô vichy chất bàn cám_ơn hasaki hàng,22/09/2020,15:32,5,201600019
504,2925,hàng tốt,20/08/2024,8:46,5,422209705
506,402,sữa rửa mặt tốt sạch mụn,15/04/2023,23:04,5,422208972
507,1183,chất lương,21/07/2022,22:23,5,249500007
508,4048,đọc review chê kcn bổ rẻ khô lớp finish hơi bóng chừng phút tệp nâng tông nhẹ_nhàng thích_tông nhẹ không_mặt mốc_xỉn đi tẹo_dưỡng không_dưỡng ẩm_dưỡng ẩm tình_trạng ghét kcn không_mặt bết_dính ngược mềm mịn nữa,9/7/2022,12:33,5,422204777
509,420,hợp_dạng đặc_sệt dạng lỏng bữa đầu khô,14/12/2022,0:32,3,422208972
510,2456,mặt_nạ đắp hiệu thiệt_miếng đắp thử đắp trắng trông luôn,10/2/2020,16:15,5,422205160
511,2367,sử_dụng_dàng thoải_mái thư,30/04/2023,12:59,5,308500018
512,413,tốt,9/4/2023,15:28,5,422208975
513,1051,ngạc_nhiên sản_phẩm,22/11/2023,13:00,5,214000001
514,703,thích hasaki sản_phẩm tẩy,28/04/2023,18:48,5,100230064
515,4221,chống nắng texture đẹp hỗn_hợp dầu chân kiềm dầu độ_ẩm phải tội shop hasaki nhánh hàng hasaki nhập kcn hơn trải_nghiệm không_mắt kháng nước skinaqua tone dòng xài tốt_hợp hỗn_hợp dầu,21/02/2024,10:06,5,422212360
516,1094,rẻ sạch ổn đặc_biệt mụn không_rát đỏ mụn tiếp,15/08/2024,23:46,5,422201504
519,650,sản_phẩm tốt giá_thành phù_hợp bắt_đầu sài bha thời_hiệu quảyêu đi ui lần,24/11/2021,9:32,5,100220035
520,377,dầu không_sạch cetaphil đầu_tưởng không_sạch cetaphil không_mềm ẩm_mướt rửa lỡ ổn khác thử ucerin lành_cetaphil không_mắt cerave mắt,28/07/2024,14:48,5,422208972
521,3611,siêu_mượt tối bôi dậy môi bóng mềm,10/4/2021,17:03,5,422218746
